X,block_number,block_transaction_count,block_size,block_gas_used,miners_label
1499,3905226,4,980,201000,f2pool
1500,3905227,2,758,120000,f2pool
1501,3905228,82,10510,4681449,Nanopool
1507,3905229,53,7113,4690804,Nanopool
1514,3905230,146,20877,4692593,ethermine
1520,3905231,10,2162,597029,f2pool
1521,3905232,54,8192,4705051,miningpoolhub_1
1525,3905233,108,13392,4695495,ethermine
1531,3905234,46,6791,4537329,ethermine
1533,3905235,1,646,21000,f2pool
1534,3905236,74,9829,4705305,6b4af
1537,3905237,62,7747,4559181,ethermine
1539,3905238,65,8588,4593921,miningpoolhub_1
1540,3905239,5,1099,4699617,ethfans.org
1541,3905240,0,527,0,DwarfPool1
1542,3905241,6,1199,321000,f2pool
1543,3905242,65,8723,4704950,ethfans.org
1544,3905243,0,527,0,DwarfPool1
1545,3905244,63,7990,4704743,ethermine
1546,3905245,56,7299,4603696,Coinotron
1547,3905246,2,757,42000,f2pool
1548,3905247,3,871,102000,f2pool
1549,3905248,59,8059,4612625,ethermine
1550,3905249,2,1288,81000,f2pool
1551,3905250,44,5652,4601349,ethermine
1552,3905251,7,1317,604000,f2pool
1553,3905252,57,7927,4550119,C0ea08A2d
1554,3905253,91,10865,4626250,miningpoolhub_1
1555,3905254,1,1166,60000,f2pool
1556,3905255,89,11851,4583901,ethermine
1557,3905256,4,986,4693380,ethfans.org
1558,3905257,1,1162,243713,DwarfPool1
1559,3905258,89,11361,4665815,ethermine
1560,3905259,43,5452,4689206,ethermine
1561,3905260,6,1336,4645554,ethermine
1562,3905261,62,8316,4660471,ethermine
1563,3905262,28,3883,2688552,poolgpu
1564,3905263,0,527,0,DwarfPool1
1565,3905264,52,6421,4694086,ethfans.org
1566,3905265,43,6040,4537112,Nanopool
1567,3905266,45,6166,4657385,Nanopool
1568,3905267,3,970,4638204,ethermine
1569,3905268,0,533,0,f2pool
1570,3905269,3,999,153571,f2pool
1571,3905270,54,7613,4593745,ethfans.org
1572,3905271,3,870,141000,f2pool
1573,3905272,50,7201,4638639,Ethpool_2
1574,3905273,3,870,4695932,Ethpool_2
1575,3905274,35,4776,4554454,a9a926b
1576,3905275,71,8494,4668942,Ethpool_2
1577,3905276,2,757,120000,f2pool
1578,3905277,3,867,141000,f2pool
1579,3905278,62,8564,4697738,Nanopool
1580,3905279,96,11454,4634698,Coinotron
1581,3905280,3,939,114571,f2pool
1582,3905281,2,759,350159,f2pool
1583,3905282,79,11654,4696669,miningpoolhub_1
1584,3905283,77,9239,4703342,ethfans.org
1585,3905284,60,8659,4697407,ethermine
1586,3905285,46,6040,4712203,ethermine
1587,3905286,44,7002,4711901,ethfans.org
1588,3905287,36,5097,4709522,ethfans.org
1589,3905288,85,11079,4658253,ethermine
1590,3905289,1,646,25000,f2pool
1591,3905290,97,12531,4615489,ethermine
1592,3905291,52,6958,4619534,Ethpool_2
1593,3905292,45,6350,4669701,miningpoolhub_1
1594,3905293,36,4791,4606276,ethermine
1595,3905294,77,9906,4682975,ethermine
1596,3905295,50,6859,4645327,ethermine
1597,3905296,44,6270,4685056,ethfans.org
1598,3905297,5,1093,1023029,f2pool
1599,3905298,3,870,63000,f2pool
1600,3905299,90,15434,4698154,3f4e8
1230,3905300,61,8319,4702335,ethfans.org
1231,3905301,84,11010,4659877,Nanopool
1238,3905302,56,6881,4694365,ethfans.org
1239,3905303,53,6983,4625990,DwarfPool1
1240,3905304,0,527,0,DwarfPool1
1241,3905305,67,9276,4699974,Nanopool
1242,3905306,6,1202,504713,f2pool
1243,3905307,0,533,0,f2pool
1244,3905308,7,2589,262713,f2pool
1245,3905309,68,8237,4697329,ethermine
1249,3905310,43,5801,4707989,ethermine
1250,3905311,65,9113,4670944,ethfans.org
1251,3905312,83,9821,4640806,ethfans.org
1252,3905313,39,5463,4683609,bitclubpool
1257,3905314,72,8642,4623335,Nanopool
1258,3905315,61,8002,4674923,ethfans.org
1261,3905316,59,7234,4613739,ethermine
1262,3905317,48,6645,4635897,miningpoolhub_1
1263,3905318,1,649,190749,f2pool
1264,3905319,0,527,0,DwarfPool1
1265,3905320,0,527,0,DwarfPool1
1266,3905321,54,7553,4603983,ethermine
1270,3905322,1,656,4700000,ethfans.org
1271,3905323,44,6036,4675163,ethermine
1272,3905324,31,4022,4603440,miningpoolhub_1
1275,3905325,46,6242,4637026,Coinotron
1287,3905326,40,5049,4595918,ethfans.org
1288,3905327,48,6513,4609212,poolgpu
1291,3905328,45,6271,4636282,ethfans.org
1292,3905329,47,6242,4576578,ethfans.org
1297,3905330,32,4377,4607195,ethermine
1298,3905331,42,5832,4601976,ethermine
1306,3905332,41,5200,4599146,Coinotron
1307,3905333,80,9957,4699349,Nanopool
1311,3905334,51,6336,4582535,ethermine
1312,3905335,56,15054,4679401,ethermine
1318,3905336,12,1881,4699000,ethfans.org
1319,3905337,63,8082,4553596,ethfans.org
1321,3905338,49,6839,4624401,C0ea08A2d
1328,3905339,48,6450,4696803,ethermine
1329,3905340,36,4654,4656543,Coinotron
1330,3905341,0,527,0,DwarfPool1
1331,3905342,49,7297,4551625,C0ea08A2d
1332,3905343,5,1098,4677774,poolgpu
1333,3905344,5,1092,222000,f2pool
1334,3905345,81,12289,4693328,ethermine
1343,3905346,124,14766,4705466,Ethpool_2
1353,3905347,75,9645,4695178,Coinotron
1355,3905348,4,981,201000,f2pool
1356,3905349,64,8587,4571885,bitclubpool
1357,3905350,44,5640,4610315,Coinotron
1361,3905351,47,6823,4584726,ethermine
1362,3905352,169,19702,4697295,DwarfPool1
1386,3905353,34,4781,4534647,Nanopool
1387,3905354,0,527,0,DwarfPool1
1388,3905355,59,7694,4670066,ethermine
1394,3905356,45,5626,4657120,Nanopool
1402,3905357,5,1612,4642514,Nanopool
1404,3905358,41,5714,4644402,ethfans.org
1405,3905359,137,16582,4697468,f2pool
1416,3905360,31,4817,4635694,ethermine
1418,3905361,44,5653,4629997,ethermine
1428,3905362,49,6582,4704055,ethermine
1429,3905363,39,4976,4630122,ethfans.org
1436,3905364,42,6115,4619584,miningpoolhub_1
1437,3905365,38,4908,4675704,Nanopool
1440,3905366,73,9212,4613144,ethermine
1451,3905367,41,5830,4628065,Nanopool
1458,3905368,1,1097,186938,f2pool
1459,3905369,21,3315,4612599,ethermine
1462,3905370,0,527,0,DwarfPool1
1463,3905371,6,1211,4700719,ethfans.org
1466,3905372,4,980,201000,f2pool
1467,3905373,0,1067,0,DwarfPool1
1468,3905374,0,527,0,DwarfPool1
1469,3905375,62,8010,4700932,Nanopool
1470,3905376,52,7112,4656223,bitclubpool
1480,3905377,29,3839,4604480,ethfans.org
1485,3905378,2,758,81000,f2pool
1486,3905379,27,3539,4698999,Nanopool
1487,3905380,4,1009,183028,f2pool
1488,3905381,0,527,0,DwarfPool1
1489,3905382,15,2205,845000,f2pool
1490,3905383,22,3580,4702659,ethermine
1493,3905384,4,1512,201000,f2pool
1494,3905385,0,527,0,DwarfPool1
1495,3905386,50,7255,4691372,ea5da3
1506,3905387,38,5053,4637018,Nanopool
1511,3905388,1,646,60000,f2pool
1512,3905389,32,4864,4620602,ethermine
1513,3905390,40,5294,4636979,ethermine
1515,3905391,80,10173,4697529,ethermine
1522,3905392,0,533,0,f2pool
1523,3905393,0,533,0,f2pool
1524,3905394,43,6394,4642459,ethermine
1528,3905395,1,1097,186938,f2pool
1529,3905396,50,6523,4633984,Nanopool
1535,3905397,38,6413,4617625,Nanopool
1536,3905398,45,5898,4557705,ethermine
1538,3905399,40,5615,4711352,ethfans.org
1259,3905400,42,5932,4557678,Nanopool
1260,3905401,63,8085,4652378,ethermine
1267,3905402,39,5367,4619755,ethermine
1273,3905403,39,5487,4663541,C0ea08A2d
1274,3905404,39,5081,4565867,ethermine
1278,3905405,1,2743,659086,f2pool
1279,3905406,40,5705,4635780,Nanopool
1281,3905407,56,6914,4622268,ethermine
1282,3905408,4,991,4689057,ethermine
1283,3905409,0,527,0,DwarfPool1
1284,3905410,49,10613,4693592,ethermine
1286,3905411,45,6375,4612152,ethermine
1289,3905412,4,977,4711020,ethfans.org
1290,3905413,38,5617,4629279,Coinotron
1294,3905414,7,1311,4680444,ethermine
1295,3905415,33,5034,4603060,bitclubpool
1296,3905416,38,4963,4693261,ethermine
1304,3905417,43,6019,4605998,Nanopool
1305,3905418,44,5610,4633636,ethermine
1308,3905419,40,5701,4620999,miningpoolhub_1
1313,3905420,43,5535,4654598,Nanopool
1314,3905421,12,2004,973750,f2pool
1315,3905422,36,5476,4695938,ethermine
1316,3905423,38,5419,4709739,ethfans.org
1317,3905424,67,9309,4672885,ethfans.org
1320,3905425,49,6649,4707668,Nanopool
1323,3905426,38,7607,4562335,ethfans.org
1324,3905427,4,1040,120925,f2pool
1325,3905428,50,6656,4585230,Ethpool_2
1326,3905429,71,8739,4652604,ethfans.org
1327,3905430,159,18699,4712143,a4aaf1d
1335,3905431,9,1581,492111,f2pool
1336,3905432,4,978,201000,f2pool
1337,3905433,1,2743,659086,f2pool
1338,3905434,10,1643,841000,f2pool
1339,3905435,7,5635,1473245,f2pool
1340,3905436,44,5768,4691267,ethermine
1344,3905437,2,786,88964,f2pool
1345,3905438,2,758,81000,f2pool
1346,3905439,125,15171,4697750,ethermine
1352,3905440,3,868,102000,f2pool
1354,3905441,54,7828,4704888,ethermine
1359,3905442,50,6515,4691407,Nanopool
1360,3905443,48,6214,4680316,Coinotron
1365,3905444,40,5517,4667357,Coinotron
1366,3905445,193,23357,4692724,ethermine
1369,3905446,32,4334,4620314,miningpoolhub_1
1375,3905447,69,8796,4670868,f2pool
1376,3905448,41,5183,4664586,f2pool
1377,3905449,43,5743,4694496,miningpoolhub_1
1379,3905450,65,8156,4671306,Nanopool
1382,3905451,54,6870,4706175,Nanopool
1384,3905452,0,527,0,DwarfPool1
1385,3905453,54,7044,4583237,ethermine
1392,3905454,43,5654,4670471,ethermine
1393,3905455,35,4599,4665603,ethermine
1395,3905456,5,1449,4686952,bitclubpool
1396,3905457,50,8271,4649437,miningpoolhub_1
1397,3905458,1,643,21000,DwarfPool1
1398,3905459,90,15090,4649864,ethermine
1400,3905460,40,5322,4588403,ethermine
1401,3905461,47,5998,4656040,Nanopool
1406,3905462,47,5917,4660312,ethermine
1407,3905463,1,646,21000,f2pool
1408,3905464,1,646,60000,f2pool
1409,3905465,68,8553,4593790,Nanopool
1415,3905466,38,4869,4547760,miningpoolhub_1
1423,3905467,2,762,4617544,C0ea08A2d
1424,3905468,42,5717,4630953,ethermine
1432,3905469,40,5185,4592333,ethermine
1442,3905470,27,5852,4702229,miningpoolhub_1
1443,3905471,7,1354,4690693,ethfans.org
1444,3905472,4,995,4691974,ethfans.org
1445,3905473,6,5528,1335245,f2pool
1446,3905474,0,533,0,f2pool
1447,3905475,0,527,0,DwarfPool1
1448,3905476,0,527,0,DwarfPool1
1449,3905477,2,786,88964,f2pool
1450,3905478,44,5969,4523978,miningpoolhub_1
1464,3905479,41,5753,4623736,ethermine
1471,3905480,5,1088,183000,f2pool
1472,3905481,5,1088,183000,f2pool
1473,3905482,0,1057,0,DwarfPool1
1474,3905483,45,5986,4686162,Nanopool
1475,3905484,5,1089,183000,f2pool
1476,3905485,0,533,0,f2pool
1477,3905486,3,919,188110,f2pool
1481,3905487,34,5361,4687054,bitclubpool
1482,3905488,40,7942,4682917,miningpoolhub_1
1492,3905489,48,6542,4690922,ethermine
1504,3905490,43,5455,4690893,ethermine
1505,3905491,43,5472,4694629,ethermine
1508,3905492,34,4418,4538492,miningpoolhub_1
1509,3905493,43,9717,4693388,ethermine
1517,3905494,48,6125,4603580,Nanopool
1519,3905495,65,7873,4655568,miningpoolhub_1
1526,3905496,48,6085,4541623,ethermine
1527,3905497,38,5185,4590960,ethermine
1530,3905498,58,7565,4648248,Nanopool
1532,3905499,47,6047,4668281,ethfans.org
1601,3905500,45,6914,4558684,ethermine
1602,3905501,44,5743,4651595,ethfans.org
1603,3905502,19,2709,1003600,f2pool
1604,3905503,38,5425,4681357,ethfans.org
1605,3905504,43,7664,4688079,Ethpool_2
1606,3905505,3,869,141000,f2pool
1607,3905506,3,5196,1272245,f2pool
1608,3905507,7,1316,303000,f2pool
1609,3905508,39,5498,4691177,ethfans.org
1610,3905509,9,1605,1007793,f2pool
1611,3905510,51,6600,4709318,ethermine
1612,3905511,32,4529,4661826,miningpoolhub_1
1613,3905512,48,6251,4647467,ethermine
1614,3905513,26,3534,4703178,C0ea08A2d
1615,3905514,0,527,0,DwarfPool1
1616,3905515,181,21051,4691120,DwarfPool1
1617,3905516,44,5864,4692045,ethermine
1618,3905517,1,650,21000,f2pool
1619,3905518,161,19227,4707922,ethermine
1620,3905519,45,8213,4705297,miningpoolhub_1
1621,3905520,56,8285,4629002,ethermine
1622,3905521,32,8584,4689256,Nanopool
1623,3905522,39,5347,4654626,Coinotron
1624,3905523,7,1310,804713,f2pool
1625,3905524,7,1313,342000,f2pool
1626,3905525,39,5340,4685492,miningpoolhub_1
1627,3905526,0,527,0,DwarfPool1
1628,3905527,90,10945,4695042,ethermine
1629,3905528,41,5433,4600700,ethfans.org
1630,3905529,5,1093,2559512,f2pool
1631,3905530,31,4325,4694802,ethermine
1632,3905531,45,6219,4602955,Coinotron
1633,3905532,27,3805,4602561,ethermine
1634,3905533,36,4878,4587220,ethermine
1635,3905534,1,650,21000,f2pool
1636,3905535,1,646,60000,f2pool
1637,3905536,41,5306,4622409,ethermine
1638,3905537,39,5150,4665757,ethermine
1639,3905538,43,5953,4597363,C0ea08A2d
1640,3905539,2,757,120000,f2pool
1641,3905540,45,5878,4697856,ethfans.org
1642,3905541,83,9906,4571012,ethfans.org
1643,3905542,46,5853,4577939,ethermine
1644,3905543,0,527,0,DwarfPool1
1645,3905544,0,527,0,DwarfPool1
1646,3905545,8,1419,392159,f2pool
1647,3905546,47,6341,4693705,bitclubpool
1648,3905547,41,5735,4697722,Nanopool
1649,3905548,88,10842,4658787,ethermine
1650,3905549,4,990,123000,f2pool
1651,3905550,5,1090,222000,f2pool
1652,3905551,46,6526,4690354,alpereum
1653,3905552,29,3967,4556990,miningpoolhub_1
1654,3905553,27,3923,4692932,miningpoolhub_1
1655,3905554,40,5186,4632309,ethermine
1656,3905555,34,5154,4627122,C0ea08A2d
1657,3905556,37,4807,4576700,Ethpool_2
1658,3905557,31,4129,4705234,ethfans.org
1659,3905558,42,5963,4699764,alpereum
1660,3905559,41,5251,4588811,ethermine
1661,3905560,27,3658,4562556,Ethpool_2
1662,3905561,0,1055,0,DwarfPool1
1663,3905562,43,5633,4595045,ethfans.org
1664,3905563,41,5669,4672566,miningpoolhub_1
1665,3905564,38,5072,4630280,miningpoolhub_1
1666,3905565,30,4016,4704997,DwarfPool1
1667,3905566,35,4664,4628777,bitclubpool
1668,3905567,5,1101,144000,f2pool
1669,3905568,3,884,4640653,ethfans.org
1670,3905569,32,4177,4702796,miningpoolhub_1
1671,3905570,42,5570,4688380,miningpoolhub_1
1672,3905571,1,649,21000,f2pool
1673,3905572,8,1968,497080,f2pool
1674,3905573,56,6943,4694221,ethermine
1675,3905574,0,527,0,DwarfPool1
1676,3905575,64,7966,4681528,miningpoolhub_1
1677,3905576,6,1720,282000,f2pool
1678,3905577,8,1423,1643000,f2pool
1679,3905578,1,647,21000,f2pool
1680,3905579,33,4400,4689359,DwarfPool1
1681,3905580,129,16266,4685807,waterhole
1682,3905581,49,7288,4693602,ethermine
1683,3905582,42,6231,4638258,ethfans.org
1684,3905583,1,646,21000,f2pool
1685,3905584,49,6547,4653277,Nanopool
1686,3905585,2,762,81000,f2pool
1687,3905586,43,6657,4687798,Nanopool
1688,3905587,26,3594,4567398,ethermine
1689,3905588,34,4490,4600756,Coinotron
1690,3905589,42,5403,4546650,Coinotron
1691,3905590,50,6355,4567545,ethermine
1692,3905591,4,993,4690957,ethermine
1693,3905592,40,5196,4551021,ethermine
1694,3905593,0,533,0,f2pool
1695,3905594,38,5158,4634977,C0ea08A2d
1696,3905595,3,870,381000,f2pool
1697,3905596,36,4804,4617599,C0ea08A2d
1698,3905597,39,5130,4635901,49deb4
1699,3905598,41,5401,4591820,miningpoolhub_1
1700,3905599,1,1174,60000,f2pool
1820,3905600,15,2196,666000,f2pool
1821,3905601,88,10461,4699642,waterhole
1828,3905602,45,6978,4609866,ethfans.org
1837,3905603,192,22777,4695395,waterhole
1849,3905604,37,4895,4706613,Nanopool
1852,3905605,1,646,21000,f2pool
1853,3905606,39,5343,4708516,miningpoolhub_1
1854,3905607,45,5723,4697880,ethfans.org
1856,3905608,64,8545,4673643,ethermine
1864,3905609,41,5243,4550242,Ethpool_2
1867,3905610,48,6874,4623341,Nanopool
1868,3905611,50,6206,4596978,ethfans.org
1869,3905612,59,7718,4706405,miningpoolhub_1
1875,3905613,5,1145,1262362,f2pool
1876,3905614,44,5805,4697657,miningpoolhub_1
1881,3905615,44,6220,4684924,miningpoolhub_1
1882,3905616,35,4775,4692817,ethermine
1885,3905617,5,1622,183000,f2pool
1886,3905618,98,11831,4622656,ethermine
1887,3905619,7,1380,321725,f2pool
1892,3905620,21,3194,4699166,ethfans.org
1893,3905621,36,5229,4650601,miningpoolhub_1
1894,3905622,38,4884,4628283,ethfans.org
1903,3905623,4,987,4694402,ethermine
1904,3905624,35,4883,4647073,Ethpool_2
1905,3905625,37,5115,4677956,ethermine
1916,3905626,41,5289,4685141,ethermine
1917,3905627,3,868,141000,f2pool
1918,3905628,55,7006,4691875,a9a926b
1924,3905629,0,527,0,DwarfPool1
1925,3905630,42,5853,4645694,ethfans.org
1938,3905631,37,4904,4627388,Coinotron
1939,3905632,51,6467,4703944,ethfans.org
1948,3905633,40,5509,4599325,ethermine
1954,3905634,44,5634,4596462,ethermine
1955,3905635,4,1509,240000,f2pool
1956,3905636,47,6247,4537175,ethermine
1961,3905637,0,527,0,DwarfPool1
1962,3905638,56,7109,4584801,ethermine
1963,3905639,2,757,120000,f2pool
1964,3905640,0,527,0,DwarfPool1
1965,3905641,53,6684,4642984,Nanopool
1972,3905642,38,4973,4672211,Coinotron
1973,3905643,61,7655,4699300,miningpoolhub_1
1988,3905644,37,5274,4630596,ethermine
1990,3905645,83,10143,4565895,ethermine
1997,3905646,5,1091,261000,f2pool
1998,3905647,0,527,0,DwarfPool1
1999,3905648,179,21207,4704056,ethermine
2006,3905649,39,5165,4702906,ethermine
2016,3905650,2,761,81000,f2pool
2017,3905651,52,6579,4697561,bitclubpool
2018,3905652,49,6128,4677475,Nanopool
2020,3905653,50,6704,4593834,miningpoolhub_1
2031,3905654,38,4847,4548301,miningpoolhub_1
2032,3905655,40,5082,4659280,ethermine
2033,3905656,0,527,0,DwarfPool1
2034,3905657,41,5232,4644085,ethermine
2035,3905658,2,761,81000,f2pool
2036,3905659,39,4982,4586387,ethermine
2045,3905660,39,4964,4635510,Nanopool
2046,3905661,47,6195,4613465,ethermine
2057,3905662,36,4643,4569617,ethermine
2058,3905663,36,4872,4607580,ethfans.org
2059,3905664,37,5289,4557427,ethfans.org
2069,3905665,113,13903,4689080,f2pool
2070,3905666,30,4156,4704209,ethermine
2074,3905667,39,5023,4704549,ethfans.org
2086,3905668,44,5555,4584670,Nanopool
2087,3905669,43,5513,4623558,ethermine
2089,3905670,3,868,180000,f2pool
2090,3905671,41,5298,4706931,Nanopool
2091,3905672,7,1311,303000,f2pool
2092,3905673,0,527,0,DwarfPool1
2093,3905674,55,7000,4655130,ethermine
2097,3905675,55,6797,4658202,ethermine
2098,3905676,44,5547,4687472,miningpoolhub_1
2099,3905677,5,1095,201512,f2pool
2100,3905678,51,6804,4685477,miningpoolhub_1
2102,3905679,85,10822,4697908,ethermine
2108,3905680,37,5527,4702635,ethermine
2109,3905681,116,21812,4698276,ethermine
2122,3905682,3,873,299512,f2pool
2123,3905683,1,647,60000,f2pool
2124,3905684,43,5535,4638219,ethfans.org
2142,3905685,42,5296,4704249,ethermine
2143,3905686,44,6612,4637443,bitclubpool
2149,3905687,43,5664,4704816,ethermine
2151,3905688,3,872,242000,f2pool
2152,3905689,56,7193,4711602,ethfans.org
2158,3905690,5,1159,234571,f2pool
2159,3905691,58,7498,4694014,Ethpool_2
2162,3905692,4,995,4689021,9633814
2163,3905693,41,5185,4673544,miningpoolhub_1
2165,3905694,6,1212,4695470,ethfans.org
2166,3905695,30,3917,4676964,ethfans.org
2172,3905696,36,5406,4560855,ethermine
2173,3905697,35,4964,4654341,ethermine
2178,3905698,0,533,0,f2pool
2179,3905699,33,4403,4675667,miningpoolhub_1
1701,3905700,40,5426,4692677,ethfans.org
1702,3905701,1,646,60000,f2pool
1703,3905702,55,7746,4693786,ethfans.org
1704,3905703,40,5324,4585279,C0ea08A2d
1705,3905704,2,758,81000,f2pool
1706,3905705,47,7080,4663437,ethermine
1707,3905706,37,4881,4695666,Nanopool
1708,3905707,2,1278,120000,f2pool
1709,3905708,1,647,60000,f2pool
1710,3905709,3,869,180000,f2pool
1711,3905710,90,10817,4695736,ethermine
1712,3905711,38,5114,4692879,ethfans.org
1713,3905712,43,5746,4704645,625a08
1714,3905713,65,8022,4576323,Nanopool
1715,3905714,35,4609,4543761,Nanopool
1716,3905715,5,1101,183000,f2pool
1717,3905716,45,5990,4686057,Ethpool_2
1718,3905717,40,5220,4588616,miningpoolhub_1
1719,3905718,9,1539,384000,f2pool
1720,3905719,47,6015,4576123,ethfans.org
1721,3905720,43,5468,4615236,ethfans.org
1722,3905721,48,6518,4614303,C0ea08A2d
1723,3905722,46,5925,4556243,ethfans.org
1724,3905723,48,6111,4602285,ethfans.org
1725,3905724,34,4526,4578583,ethermine
1726,3905725,1,648,300000,f2pool
1727,3905726,1,646,60000,f2pool
1728,3905727,0,527,0,DwarfPool1
1729,3905728,4,979,240000,f2pool
1730,3905729,39,5393,4692447,ethermine
1731,3905730,40,5115,4702703,ethermine
1732,3905731,53,6715,4675477,Nanopool
1733,3905732,55,7592,4702577,miningpoolhub_1
1734,3905733,37,5265,4685397,miningpoolhub_1
1735,3905734,75,9412,4673319,ethermine
1736,3905735,9,2075,388665,f2pool
1737,3905736,47,6163,4683199,ethfans.org
1738,3905737,7,1325,4698740,ethfans.org
1739,3905738,5,1090,261000,f2pool
1740,3905739,40,5075,4694886,miningpoolhub_1
1741,3905740,45,5773,4603768,ethermine
1742,3905741,43,6207,4697315,872771
1743,3905742,33,4307,4658134,C0ea08A2d
1744,3905743,44,6275,4678085,Coinotron
1745,3905744,0,527,0,DwarfPool1
1746,3905745,41,5602,4681388,ethermine
1747,3905746,24,5826,4686536,ethfans.org
1748,3905747,24,3501,4689269,ethermine
1749,3905748,3,880,4699935,ethfans.org
1750,3905749,46,6175,4704826,miningpoolhub_1
1751,3905750,0,1053,0,f2pool
1752,3905751,6,1201,422000,f2pool
1753,3905752,32,4502,4694032,miningpoolhub_1
1754,3905753,47,7706,4695222,ethermine
1755,3905754,3,868,4693380,ethermine
1756,3905755,42,6202,4654902,ethermine
1757,3905756,42,5544,4642888,ethermine
1758,3905757,32,4134,4673824,miningpoolhub_1
1759,3905758,35,5480,4681297,miningpoolhub_1
1760,3905759,4,1515,162000,f2pool
1761,3905760,38,5082,4639010,ethfans.org
1762,3905761,1,646,60000,f2pool
1763,3905762,35,4527,4648025,ethfans.org
1764,3905763,2,757,120000,f2pool
1765,3905764,34,5151,4633531,ethermine
1766,3905765,28,4128,1246026,f2pool
1767,3905766,24,3198,4697987,Ethpool_2
1768,3905767,0,527,0,DwarfPool1
1769,3905768,7,1380,294709,f2pool
1770,3905769,19,2729,4688116,miningpoolhub_1
1771,3905770,8,1424,402000,f2pool
1772,3905771,5,1093,401000,f2pool
1773,3905772,21,3054,4701592,ethermine
1774,3905773,95,11402,4686860,ethermine
1775,3905774,26,4503,4697733,poolgpu
1776,3905775,30,4351,4701620,ethermine
1777,3905776,50,7030,4683209,miningpoolhub_1
1778,3905777,39,5146,4694513,ethermine
1779,3905778,35,4820,4696932,ethermine
1780,3905779,57,7040,4586645,ethermine
1781,3905780,0,527,0,DwarfPool1
1782,3905781,8,1419,441000,f2pool
1783,3905782,42,5581,4703814,ethermine
1784,3905783,41,5553,4681027,ethfans.org
1785,3905784,28,3826,4700813,miningpoolhub_1
1786,3905785,93,11319,4593211,ethermine
1787,3905786,1,642,21000,DwarfPool1
1788,3905787,55,6976,4673120,ethermine
1789,3905788,37,5457,4677256,ethfans.org
1790,3905789,39,5517,4703083,ethermine
1791,3905790,48,6469,4703339,Nanopool
1792,3905791,30,3938,4662964,Nanopool
1793,3905792,52,6992,4700805,ethermine
1795,3905793,36,5061,4627230,ethermine
1796,3905794,58,7271,4646101,ethermine
1799,3905795,27,3612,4658500,bitclubpool
1800,3905796,42,5370,4690330,ethermine
1801,3905797,43,6271,4656349,Nanopool
1803,3905798,2,758,120000,f2pool
1809,3905799,1,650,21000,f2pool
1794,3905800,7,1311,560000,f2pool
1797,3905801,43,6520,4647218,miningpoolhub_1
1798,3905802,42,5422,4694250,ethermine
1802,3905803,39,5635,4708613,ethfans.org
1804,3905804,2,758,81000,f2pool
1805,3905805,27,3625,4633203,miningpoolhub_1
1806,3905806,0,527,0,DwarfPool1
1807,3905807,61,7504,4689418,C0ea08A2d
1810,3905808,1,1708,39512,f2pool
1811,3905809,6,1198,322000,f2pool
1812,3905810,0,533,0,f2pool
1813,3905811,47,6283,4612480,C0ea08A2d
1814,3905812,1,1186,60000,f2pool
1815,3905813,34,4450,4550541,ethfans.org
1822,3905814,7,1311,381000,f2pool
1823,3905815,1,640,21000,DwarfPool1
1824,3905816,46,6311,4694768,miningpoolhub_1
1825,3905817,8,1739,438988,f2pool
1829,3905818,48,6015,4544517,Coinotron
1832,3905819,37,5201,4679229,ethfans.org
1839,3905820,46,5898,4632303,C0ea08A2d
1841,3905821,30,3983,4643476,ethfans.org
1842,3905822,46,6189,4632876,ethermine
1843,3905823,37,4767,4613932,ethermine
1844,3905824,36,4794,4708822,waterhole
1855,3905825,129,16284,4704187,ethermine
1859,3905826,0,527,0,DwarfPool1
1860,3905827,32,4400,4656329,ethermine
1861,3905828,45,5880,4571718,miningpoolhub_1
1862,3905829,64,7613,4661886,Ethpool_2
1871,3905830,37,5648,4621200,ethermine
1877,3905831,12,1866,564000,f2pool
1883,3905832,49,6774,4613525,ethermine
1888,3905833,36,4668,4598616,ethfans.org
1889,3905834,39,5698,4648050,miningpoolhub_1
1890,3905835,7,1315,303000,f2pool
1891,3905836,2,758,120000,f2pool
1896,3905837,43,5926,4680839,miningpoolhub_1
1901,3905838,2,1288,120000,f2pool
1902,3905839,44,5658,4618252,miningpoolhub_1
1914,3905840,46,5869,4684034,miningpoolhub_1
1915,3905841,42,5363,4614200,ethermine
1935,3905842,43,5437,4701025,Nanopool
1936,3905843,37,4828,4689148,ethfans.org
1942,3905844,48,5973,4619982,ethermine
1949,3905845,48,6371,4705589,C0ea08A2d
1966,3905846,32,4551,4651160,C0ea08A2d
1967,3905847,78,9606,4594168,ethermine
1978,3905848,1,716,33571,f2pool
1979,3905849,34,4532,4543887,miningpoolhub_1
1980,3905850,0,527,0,DwarfPool1
1981,3905851,26,3827,4561488,a9a926b
1982,3905852,2,1289,120000,f2pool
1983,3905853,49,6137,4702913,ethermine
1991,3905854,66,8040,4540172,Nanopool
1994,3905855,53,6614,4666485,C0ea08A2d
2002,3905856,30,3851,1979080,f2pool
2003,3905857,41,5305,4698369,Nanopool
2007,3905858,2,758,560000,f2pool
2008,3905859,27,4015,4712073,a4aaf1d
2042,3905860,36,5241,4698450,Nanopool
2043,3905861,12,2466,615571,f2pool
2044,3905862,36,5081,4700365,miningpoolhub_1
2048,3905863,89,11202,4700920,ethermine
2053,3905864,2,758,120000,f2pool
2054,3905865,1,650,21000,f2pool
2055,3905866,54,10313,4691854,Nanopool
2056,3905867,9,1757,4694410,ethermine
