X,block_number,block_transaction_count,block_size,block_gas_used,block_miner
487,3904110,0,527,0,0x2a65aca4d5fc5b5c859090a6c34d164135398226
494,3904379,0,527,0,0x2a65aca4d5fc5b5c859090a6c34d164135398226
510,3904123,1,642,200000,0x2a65aca4d5fc5b5c859090a6c34d164135398226
512,3904125,0,527,0,0x2a65aca4d5fc5b5c859090a6c34d164135398226
515,3904128,0,527,0,0x2a65aca4d5fc5b5c859090a6c34d164135398226
521,3904134,0,527,0,0x2a65aca4d5fc5b5c859090a6c34d164135398226
527,3904389,185,22047,4711319,0x2a65aca4d5fc5b5c859090a6c34d164135398226
532,3904139,0,527,0,0x2a65aca4d5fc5b5c859090a6c34d164135398226
551,3904152,216,25109,4707549,0x2a65aca4d5fc5b5c859090a6c34d164135398226
582,3904181,0,527,0,0x2a65aca4d5fc5b5c859090a6c34d164135398226
596,3904195,4,979,697161,0x2a65aca4d5fc5b5c859090a6c34d164135398226
614,3904507,0,527,0,0x2a65aca4d5fc5b5c859090a6c34d164135398226
629,3904514,0,527,0,0x2a65aca4d5fc5b5c859090a6c34d164135398226
630,3904515,0,527,0,0x2a65aca4d5fc5b5c859090a6c34d164135398226
658,3904531,56,7565,4689192,0x2a65aca4d5fc5b5c859090a6c34d164135398226
665,3904532,0,527,0,0x2a65aca4d5fc5b5c859090a6c34d164135398226
672,3904539,0,527,0,0x2a65aca4d5fc5b5c859090a6c34d164135398226
682,3904543,166,19673,4684522,0x2a65aca4d5fc5b5c859090a6c34d164135398226
695,3904646,0,1585,0,0x2a65aca4d5fc5b5c859090a6c34d164135398226
736,3904669,0,527,0,0x2a65aca4d5fc5b5c859090a6c34d164135398226
763,3904574,0,527,0,0x2a65aca4d5fc5b5c859090a6c34d164135398226
770,3904578,0,527,0,0x2a65aca4d5fc5b5c859090a6c34d164135398226
789,3904689,0,527,0,0x2a65aca4d5fc5b5c859090a6c34d164135398226
793,3904714,0,527,0,0x2a65aca4d5fc5b5c859090a6c34d164135398226
798,3904803,0,527,0,0x2a65aca4d5fc5b5c859090a6c34d164135398226
804,3904718,0,1060,0,0x2a65aca4d5fc5b5c859090a6c34d164135398226
862,3904828,0,527,0,0x2a65aca4d5fc5b5c859090a6c34d164135398226
870,3904737,1,643,134533,0x2a65aca4d5fc5b5c859090a6c34d164135398226
894,3904747,0,527,0,0x2a65aca4d5fc5b5c859090a6c34d164135398226
898,3904846,0,527,0,0x2a65aca4d5fc5b5c859090a6c34d164135398226
913,3904758,137,16308,4707634,0x2a65aca4d5fc5b5c859090a6c34d164135398226
919,3904858,0,527,0,0x2a65aca4d5fc5b5c859090a6c34d164135398226
922,3904761,0,527,0,0x2a65aca4d5fc5b5c859090a6c34d164135398226
937,3904767,0,527,0,0x2a65aca4d5fc5b5c859090a6c34d164135398226
942,3904771,0,527,0,0x2a65aca4d5fc5b5c859090a6c34d164135398226
945,3904774,0,527,0,0x2a65aca4d5fc5b5c859090a6c34d164135398226
965,3904782,0,527,0,0x2a65aca4d5fc5b5c859090a6c34d164135398226
984,3904794,0,527,0,0x2a65aca4d5fc5b5c859090a6c34d164135398226
1013,3904912,0,527,0,0x2a65aca4d5fc5b5c859090a6c34d164135398226
1033,3904932,0,527,0,0x2a65aca4d5fc5b5c859090a6c34d164135398226
1041,3904940,0,527,0,0x2a65aca4d5fc5b5c859090a6c34d164135398226
1043,3904942,0,527,0,0x2a65aca4d5fc5b5c859090a6c34d164135398226
1045,3904944,0,527,0,0x2a65aca4d5fc5b5c859090a6c34d164135398226
1059,3904958,148,17601,4696077,0x2a65aca4d5fc5b5c859090a6c34d164135398226
1065,3904964,10,1742,4710460,0x2a65aca4d5fc5b5c859090a6c34d164135398226
1073,3904972,0,527,0,0x2a65aca4d5fc5b5c859090a6c34d164135398226
1111,3905010,102,12935,4701597,0x2a65aca4d5fc5b5c859090a6c34d164135398226
1118,3905017,0,527,0,0x2a65aca4d5fc5b5c859090a6c34d164135398226
1127,3905026,0,527,0,0x2a65aca4d5fc5b5c859090a6c34d164135398226
1136,3905035,0,527,0,0x2a65aca4d5fc5b5c859090a6c34d164135398226
1147,3905046,0,1055,0,0x2a65aca4d5fc5b5c859090a6c34d164135398226
1166,3905065,0,527,0,0x2a65aca4d5fc5b5c859090a6c34d164135398226
1168,3905067,0,527,0,0x2a65aca4d5fc5b5c859090a6c34d164135398226
1189,3905088,0,527,0,0x2a65aca4d5fc5b5c859090a6c34d164135398226
1198,3905097,0,527,0,0x2a65aca4d5fc5b5c859090a6c34d164135398226
1199,3905098,0,527,0,0x2a65aca4d5fc5b5c859090a6c34d164135398226
1213,3905112,0,527,0,0x2a65aca4d5fc5b5c859090a6c34d164135398226
1239,3905303,53,6983,4625990,0x2a65aca4d5fc5b5c859090a6c34d164135398226
1240,3905304,0,527,0,0x2a65aca4d5fc5b5c859090a6c34d164135398226
1264,3905319,0,527,0,0x2a65aca4d5fc5b5c859090a6c34d164135398226
1265,3905320,0,527,0,0x2a65aca4d5fc5b5c859090a6c34d164135398226
1283,3905409,0,527,0,0x2a65aca4d5fc5b5c859090a6c34d164135398226
1330,3905341,0,527,0,0x2a65aca4d5fc5b5c859090a6c34d164135398226
1362,3905352,169,19702,4697295,0x2a65aca4d5fc5b5c859090a6c34d164135398226
1384,3905452,0,527,0,0x2a65aca4d5fc5b5c859090a6c34d164135398226
1387,3905354,0,527,0,0x2a65aca4d5fc5b5c859090a6c34d164135398226
1397,3905458,1,643,21000,0x2a65aca4d5fc5b5c859090a6c34d164135398226
1411,3905207,198,23129,4691975,0x2a65aca4d5fc5b5c859090a6c34d164135398226
1426,3905210,0,527,0,0x2a65aca4d5fc5b5c859090a6c34d164135398226
1447,3905475,0,527,0,0x2a65aca4d5fc5b5c859090a6c34d164135398226
1448,3905476,0,527,0,0x2a65aca4d5fc5b5c859090a6c34d164135398226
1457,3905217,63,8476,4706228,0x2a65aca4d5fc5b5c859090a6c34d164135398226
1462,3905370,0,527,0,0x2a65aca4d5fc5b5c859090a6c34d164135398226
1467,3905373,0,1067,0,0x2a65aca4d5fc5b5c859090a6c34d164135398226
1468,3905374,0,527,0,0x2a65aca4d5fc5b5c859090a6c34d164135398226
1473,3905482,0,1057,0,0x2a65aca4d5fc5b5c859090a6c34d164135398226
1488,3905381,0,527,0,0x2a65aca4d5fc5b5c859090a6c34d164135398226
1494,3905385,0,527,0,0x2a65aca4d5fc5b5c859090a6c34d164135398226
1497,3905224,0,527,0,0x2a65aca4d5fc5b5c859090a6c34d164135398226
